"","GAME_PLAYED","WIN_RATE","ON_FIRE","ELIS","OBJ_KILLS","OBJ_TIME","DAMAGE","HEALING","DEATH","WEAPON_ACC","SCOPED_ACC","ENMY_SLEPT","OFF_ASSISTS","DEF_ASSISTS","BOOST_ASSISTS","ED","VOTING_CARDS","MEDALS","GOLD","SILVER","BRONZE","PLAYER_ID","WIN","LOSS"
"264",24,0.4737,"16.6%","14.21 ","5.42 ","01:05 ","4,892 ","13,752 ","7.63 ","21% ","64% ","7.53 ","13.79 ","16.16 ","5.00 ",1.86,"0.58 ",1.63,"1.05 ","0.21 ","0.37 ","Batti44-2808",11,13
"265",12,0.7,"13.3%","12.90 ","4.30 ","01:01 ","3,803 ","12,093 ","6.80 ","22% ","65% ","6.90 ","11.20 ","19.60 ","3.80 ",1.9,"0.40 ",1.2,"0.90 ","0.10 ","0.30 ","Batti44-2808",8,4
"266",4,0.7143,"10.3%","13.43 ","4.57 ","00:51 ","3,346 ","11,746 ","7.00 ","22% ","65% ","6.57 ","12.43 ","18.71 ","4.57 ",1.92,"0.86 ",1.43,"1.14 ","0.14 ","0.00 ","Batti44-2808",3,1
"267",13,0.875,"12.0%","16.00 ","7.25 ","00:59 ","4,897 ","16,781 ","8.25 ","23% ","66% ","8.12 ","17.62 ","23.75 ","6.50 ",1.94,"1.12 ",1.5,"1.00 ","0.25 ","0.25 ","Cain-22756",11,2
"268",5,0.5556,"11.0%","13.44 ","4.22 ","00:38 ","4,326 ","13,972 ","8.00 ","23% ","66% ","6.78 ","14.11 ","19.11 ","6.11 ",1.68,"0.33 ",1.11,"0.89 ","0.22 ","0.11 ","Cain-22756",3,2
"269",25,0.537,"13.2%","13.65 ","5.18 ","01:00 ","4,256 ","13,718 ","7.87 ","22% ","66% ","6.64 ","13.91 ","18.71 ","5.55 ",1.73,"0.73 ",1.45,"0.98 ","0.20 ","0.27 ","Cain-22756",13,12
"270",12,0.4,"18.5%","11.00 ","4.70 ","00:45 ","3,424 ","12,582 ","7.50 ","22% ","65% ","6.50 ","13.60 ","15.30 ","5.70 ",1.47,"0.50 ",1.4,"0.90 ","0.30 ","0.10 ","Cain-22756",5,7
"271",10,0.75,"12.9%","15.38 ","6.62 ","01:27 ","4,004 ","12,197 ","9.31 ","27% ","63% ","8.19 ","16.31 ","19.56 ","6.25 ",1.65,"0.62 ",1.88,"1.00 ","0.31 ","0.62 ","UwU-21796",8,2
"272",26,0.5926,"14.6%","14.36 ","5.46 ","01:11 ","4,042 ","10,756 ","7.96 ","28% ","63% ","7.18 ","14.07 ","16.29 ","4.57 ",1.8,"0.39 ",1.64,"0.96 ","0.25 ","0.39 ","UwU-21796",15,11
"273",21,0.7647,"16.4%","17.94 ","8.11 ","01:17 ","4,858 ","9,515 ","8.28 ","31% ","62% ","8.22 ","17.50 ","17.06 ","6.22 ",2.17,"0.17 ",1.94,"0.89 ","0.61 ","0.50 ","UwU-21796",16,5
"274",1,1,"16.1%","23.00 ","12.00 ","03:26 ","5,207 ","19,130 ","9.00 ","22% ","58% ","7.00 ","21.00 ","27.00 ","8.00 ",2.56,"1.00 ",3,"1.00 ","1.00 ","0.00 ","BerPect-4692",1,0
"275",2,0.6667,"12.5%","14.00 ","6.00 ","02:07 ","6,235 ","18,388 ","7.67 ","22% ","59% ","7.33 ","17.00 ","26.67 ","6.33 ",1.83,"0.33 ",2,"0.67 ","0.67 ","0.67 ","BerPect-4692",1,1
"276",6,0.5,"12.8%","11.50 ","5.00 ","00:17 ","3,287 ","7,689 ","4.00 ","22% ","58% ","2.50 ","8.00 ","13.00 ","3.00 ",2.88,"0.50 ",1.5,"0.50 ","0.50 ","0.50 ","BerPect-4692",3,3
"277",14,0.7692,"9.1%","11.46 ","4.69 ","01:12 ","3,478 ","13,796 ","7.62 ","14% ","60% ","5.54 ","11.92 ","17.46 ","4.46 ",1.51,"0.77 ",1.15,"0.85 ","0.15 ","0.08 ","Limit-11490",11,3
"278",8,0.5,"16.7%","11.83 ","6.17 ","01:25 ","3,982 ","11,843 ","7.83 ","14% ","59% ","7.00 ","13.50 ","16.83 ","5.00 ",1.51,"0.67 ",1.5,"1.00 ","0.33 ","0.17 ","Limit-11490",4,4
"279",6,0.5,"0.0%","4.50 ","2.00 ","00:16 ","2,830 ","8,116 ","7.50 ","13% ","59% ","2.00 ","6.00 ","7.00 ","2.50 ",0.6,"0.50 ",0.5,"0.50 ","0.00 ","0.00 ","Limit-11490",3,3
"280",13,0.375,"7.8%","11.12 ","4.62 ","00:56 ","4,002 ","12,883 ","7.88 ","13% ","59% ","7.12 ","13.00 ","18.75 ","5.12 ",1.41,"0.62 ",1.12,"1.00 ","0.00 ","0.12 ","Limit-11490",5,8
"281",7,0.25,"8.0%","11.25 ","5.25 ","02:04 ","3,421 ","12,956 ","9.00 ","13% ","59% ","4.25 ","13.75 ","13.50 ","5.25 ",1.25,"0.25 ",2,"1.50 ","0.25 ","0.25 ","Limit-11490",2,5
"282",4,0.8571,"11.7%","11.00 ","3.57 ","00:48 ","2,952 ","12,388 ","5.00 ","13% ","59% ","3.71 ","11.71 ","17.29 ","4.00 ",2.2,"0.57 ",1.14,"0.86 ","0.00 ","0.14 ","Limit-11490",3,1
"283",8,0.6667,"16.2%","9.67 ","3.83 ","00:52 ","2,647 ","8,876 ","5.67 ","13% ","59% ","4.67 ","10.17 ","15.17 ","3.67 ",1.71,"0.50 ",1.33,"1.00 ","0.17 ","0.33 ","Limit-11490",5,3
"284",6,0.5,"14.9%","14.00 ","5.00 ","02:55 ","6,615 ","14,944 ","5.00 ","19% ","65% ","5.50 ","16.00 ","21.00 ","7.00 ",2.8,"0.50 ",2.5,"1.00 ","0.50 ","1.00 ","ddx-11435",3,3
"285",2,0.6667,"9.8%","8.00 ","2.67 ","00:27 ","4,431 ","8,733 ","7.00 ","19% ","64% ","5.67 ","11.33 ","14.67 ","7.00 ",1.14,"0.00 ",1,"1.00 ","0.00 ","0.33 ","ddx-11435",1,1
"286",3,0.2,"15.2%","16.20 ","6.00 ","01:11 ","5,980 ","13,314 ","10.00 ","24% ","63% ","8.80 ","13.20 ","17.60 ","3.40 ",1.62,"0.60 ",2.2,"0.80 ","0.60 ","0.80 ","Flankey-21844",1,2
"287",2,0.6667,"9.0%","13.33 ","4.00 ","01:20 ","4,306 ","11,592 ","8.67 ","24% ","63% ","9.67 ","11.00 ","15.00 ","2.67 ",1.54,"0.67 ",1.33,"1.00 ","0.00 ","0.33 ","Flankey-21844",1,1
"288",7,0.5,"18.4%","14.50 ","6.50 ","01:26 ","4,557 ","14,584 ","6.00 ","24% ","63% ","10.25 ","15.50 ","17.00 ","6.00 ",2.42,"0.50 ",2.5,"1.00 ","0.00 ","1.25 ","Flankey-21844",4,3
"289",3,1,"9.3%","16.60 ","6.80 ","01:14 ","3,837 ","12,457 ","5.60 ","24% ","63% ","6.80 ","13.40 ","17.40 ","4.80 ",2.96,"1.00 ",1.8,"1.20 ","0.40 ","0.20 ","Flankey-21844",3,0
"290",1,0,"11.2%","10.00 ","1.00 ","00:03 ","2,765 ","12,566 ","7.00 ","23% ","65% ","4.00 ","10.00 ","16.00 ","7.00 ",1.43,"1.00 ",0,"1.00 ","0.00 ","0.00 ","Peppermintse-1830",0,1
"291",8,0.3333,"10.3%","13.00 ","6.50 ","01:06 ","5,164 ","13,094 ","8.83 ","23% ","65% ","7.33 ","15.33 ","15.83 ","5.50 ",1.47,"0.33 ",1.83,"1.00 ","0.33 ","0.50 ","Peppermintse-1830",3,5
"292",7,0.75,"19.8%","15.25 ","4.25 ","00:31 ","4,880 ","9,999 ","5.00 ","23% ","65% ","6.50 ","13.50 ","16.50 ","4.50 ",3.05,"0.25 ",1.25,"0.50 ","0.50 ","0.25 ","Peppermintse-1830",5,2
"293",1,1,"35.1%","20.00 ","4.00 ","00:06 ","2,778 ","7,087 ","2.00 ","23% ","65% ","4.00 ","21.00 ","13.00 ","9.00 ",10,"0.00 ",2,"1.00 ","0.00 ","1.00 ","Peppermintse-1830",1,0
"294",1,1,"16.0%","2.00 ","1.00 ","00:07 ","1,866 ","3,477 ","3.00 ","23% ","65% ","2.00 ","4.00 ","7.00 ","2.00 ",0.67,"0.00 ",1,"1.00 ","0.00 ","1.00 ","Peppermintse-1830",1,0
"295",8,0.3333,"8.2%","11.83 ","4.67 ","00:29 ","4,187 ","8,529 ","5.17 ","22% ","63% ","6.17 ","9.83 ","13.17 ","2.33 ",2.29,"0.50 ",1.17,"0.67 ","0.17 ","0.17 ","Yipeekayay-1646",3,5
"296",12,0.6667,"10.3%","14.40 ","5.50 ","01:55 ","4,630 ","14,010 ","7.60 ","22% ","63% ","7.60 ","15.70 ","18.30 ","6.60 ",1.89,"0.90 ",1.4,"1.00 ","0.10 ","0.30 ","Yipeekayay-1646",8,4
"297",7,1,"7.0%","15.00 ","5.25 ","00:36 ","5,545 ","12,381 ","7.25 ","22% ","63% ","7.75 ","13.00 ","14.50 ","5.75 ",2.07,"0.50 ",1.75,"1.00 ","0.50 ","0.25 ","Yipeekayay-1646",7,0
"298",13,0.375,"8.2%","11.12 ","3.38 ","00:36 ","3,695 ","11,095 ","5.62 ","22% ","63% ","5.88 ","11.12 ","15.00 ","4.00 ",1.98,"0.75 ",1.12,"1.00 ","0.12 ","0.12 ","Yipeekayay-1646",5,8
"299",16,0.7143,"13.3%","14.21 ","4.79 ","00:48 ","4,166 ","12,173 ","7.57 ","22% ","63% ","7.00 ","13.71 ","17.36 ","5.07 ",1.88,"0.79 ",1.43,"0.79 ","0.21 ","0.43 ","Yipeekayay-1646",11,5
"300",13,0.875,"14.2%","20.50 ","7.62 ","00:53 ","5,686 ","11,802 ","7.00 ","22% ","63% ","8.38 ","18.12 ","19.75 ","5.38 ",2.93,"0.38 ",1.62,"0.75 ","0.38 ","0.38 ","Yipeekayay-1646",11,2
"301",3,0.4,"25.3%","21.20 ","7.80 ","01:18 ","8,316 ","19,373 ","10.00 ","23% ","60% ","12.20 ","20.20 ","26.80 ","7.20 ",2.12,"0.60 ",2,"1.20 ","0.20 ","0.60 ","yoztpetra-1391",1,2
"302",3,0.4,"23.7%","22.40 ","7.80 ","00:25 ","6,305 ","13,689 ","8.00 ","23% ","60% ","9.20 ","21.00 ","24.20 ","7.80 ",2.8,"0.80 ",1.2,"1.00 ","0.00 ","0.40 ","yoztpetra-1391",1,2
"303",3,0.6,"11.0%","8.40 ","2.00 ","00:47 ","3,090 ","7,796 ","6.00 ","23% ","60% ","5.60 ","9.20 ","11.40 ","3.00 ",1.4,"0.60 ",1.4,"0.80 ","0.00 ","0.20 ","yoztpetra-1391",2,1
"304",12,0.4,"14.0%","16.20 ","5.90 ","00:43 ","5,836 ","12,754 ","7.70 ","23% ","60% ","7.50 ","16.00 ","19.20 ","5.30 ",2.1,"0.40 ",1.4,"0.70 ","0.40 ","0.30 ","yoztpetra-1391",5,7
"305",3,1,"4.9%","14.40 ","4.60 ","00:27 ","4,957 ","13,294 ","6.00 ","23% ","60% ","6.40 ","15.20 ","15.60 ","6.00 ",2.4,"0.40 ",1.4,"1.00 ","0.40 ","0.00 ","yoztpetra-1391",3,0
"306",5,0.75,"11.7%","17.11 ","6.78 ","00:41 ","6,347 ","11,798 ","6.22 ","23% ","60% ","9.11 ","14.78 ","17.56 ","5.33 ",2.75,"0.56 ",1.33,"1.00 ","0.22 ","0.22 ","yoztpetra-1391",4,1
"307",3,0.4,"16.1%","15.20 ","4.60 ","00:54 ","5,266 ","9,293 ","6.00 ","22% ","60% ","6.20 ","12.00 ","12.60 ","3.60 ",2.53,"0.20 ",1.8,"0.80 ","0.00 ","0.80 ","yoztpetra-1391",1,2
"308",14,0.5,"15.4%","17.23 ","6.23 ","00:40 ","6,653 ","12,870 ","8.31 ","22% ","60% ","9.54 ","16.00 ","18.92 ","5.92 ",2.07,"0.46 ",1.23,"1.00 ","0.23 ","0.08 ","yoztpetra-1391",7,7
"309",1,0,"2.0%","14.00 ","1.00 ","00:17 ","5,416 ","11,336 ","16.00 ","22% ","60% ","10.00 ","14.00 ","7.00 ","4.00 ",0.88,"0.00 ",3,"1.00 ","1.00 ","1.00 ","yoztpetra-1391",0,1
"310",7,0.75,"37.3%","19.75 ","6.75 ","01:13 ","4,794 ","14,477 ","6.00 ","22% ","60% ","8.75 ","19.25 ","26.25 ","6.50 ",3.29,"0.75 ",1.5,"1.25 ","0.00 ","0.25 ","yoztpetra-1391",5,2
"311",13,0.375,"18.8%","10.62 ","4.12 ","00:31 ","4,534 ","11,558 ","5.38 ","22% ","60% ","7.00 ","11.12 ","12.75 ","3.38 ",1.98,"0.62 ",1.38,"0.88 ","0.00 ","0.38 ","yoztpetra-1391",5,8
"312",7,0.5,"15.7%","12.25 ","5.75 ","00:41 ","4,556 ","12,663 ","6.50 ","23% ","62% ","8.00 ","12.00 ","18.00 ","3.75 ",1.88,"0.75 ",1.25,"1.00 ","0.25 ","0.00 ","NemeanVision-2584",4,3
"313",2,0.3333,"13.8%","14.00 ","5.00 ","00:55 ","5,377 ","14,443 ","9.00 ","23% ","62% ","12.00 ","17.00 ","17.33 ","6.67 ",1.56,"0.67 ",1.67,"1.33 ","0.00 ","0.33 ","NemeanVision-2584",1,1
"314",7,0.75,"25.1%","16.25 ","9.50 ","01:07 ","5,915 ","12,119 ","6.25 ","23% ","62% ","9.75 ","16.75 ","23.75 ","7.00 ",2.6,"0.50 ",1,"1.00 ","0.00 ","0.00 ","NemeanVision-2584",5,2
"315",8,0.5,"23.8%","15.33 ","5.50 ","00:39 ","6,082 ","11,753 ","6.83 ","23% ","62% ","8.00 ","15.67 ","22.67 ","5.50 ",2.24,"0.33 ",1.33,"1.00 ","0.17 ","0.17 ","NemeanVision-2584",4,4
"316",7,0.75,"16.7%","22.00 ","6.00 ","00:34 ","7,140 ","15,286 ","5.75 ","23% ","62% ","9.75 ","17.75 ","24.75 ","4.75 ",3.83,"0.50 ",1.5,"0.75 ","0.50 ","0.25 ","NemeanVision-2584",5,2
"317",1,0,"18.4%","9.00 ","0.00 ","00:16 ","2,596 ","8,660 ","10.00 ","23% ","61% ","6.00 ","6.00 ","9.00 ","3.00 ",0.9,"1.00 ",1,"1.00 ","0.00 ","0.00 ","NemeanVision-2584",0,1
"318",4,0.7143,"7.6%","8.43 ","3.71 ","00:42 ","2,275 ","10,541 ","3.86 ","21% ","66% ","4.71 ","8.43 ","13.29 ","2.86 ",2.19,"0.86 ",1.29,"1.14 ","0.14 ","0.00 ","Venom-24634",3,1
"319",7,0.75,"7.4%","11.75 ","4.75 ","01:27 ","4,648 ","12,028 ","7.25 ","21% ","66% ","5.00 ","13.50 ","18.50 ","5.50 ",1.62,"0.50 ",1.75,"1.25 ","0.25 ","0.50 ","Venom-24634",5,2
"320",13,0.625,"22.1%","14.62 ","6.38 ","01:37 ","4,798 ","13,426 ","7.00 ","21% ","66% ","9.00 ","16.25 ","21.88 ","5.50 ",2.09,"0.62 ",1.38,"0.88 ","0.00 ","0.38 ","Venom-24634",8,5
"321",3,0.4,"14.6%","12.40 ","4.20 ","00:47 ","4,231 ","13,403 ","9.20 ","21% ","66% ","9.40 ","12.80 ","15.60 ","3.80 ",1.35,"0.80 ",1.6,"1.00 ","0.40 ","0.20 ","Venom-24634",1,2
"322",7,1,"37.0%","12.00 ","6.25 ","01:07 ","3,040 ","9,042 ","3.00 ","21% ","66% ","5.75 ","10.00 ","17.00 ","3.25 ",4,"1.00 ",2,"0.75 ","0.25 ","0.75 ","Venom-24634",7,0
"323",5,0.7778,"14.6%","15.44 ","7.33 ","01:17 ","4,892 ","14,679 ","8.00 ","21% ","66% ","7.22 ","16.22 ","21.78 ","6.33 ",1.93,"0.67 ",1.56,"0.78 ","0.44 ","0.44 ","Venom-24634",4,1
"324",1,1,"14.2%","15.00 ","6.00 ","01:49 ","4,749 ","11,781 ","4.00 ","17% ","63% ","8.00 ","11.00 ","19.00 ","3.00 ",3.75,"1.00 ",1,"1.00 ","0.00 ","0.00 ","LikeALuke-2918",1,0
"325",2,0.6667,"4.8%","13.33 ","6.67 ","00:50 ","4,037 ","13,255 ","6.67 ","17% ","63% ","5.67 ","11.33 ","14.67 ","5.33 ",2,"0.67 ",1.33,"1.00 ","0.00 ","0.33 ","LikeALuke-2918",1,1
"326",2,0.6667,"19.2%","19.67 ","8.00 ","01:19 ","5,292 ","14,288 ","9.00 ","17% ","63% ","8.67 ","17.33 ","22.33 ","8.00 ",2.19,"0.33 ",1.33,"0.67 ","0.33 ","0.00 ","LikeALuke-2918",1,1
"327",4,0.5714,"12.2%","12.57 ","5.86 ","01:52 ","5,307 ","15,219 ","8.43 ","17% ","63% ","8.57 ","14.71 ","19.57 ","5.29 ",1.49,"0.71 ",1.57,"1.00 ","0.57 ","0.00 ","LikeALuke-2918",2,2
"328",8,0.8333,"5.3%","9.50 ","3.17 ","01:11 ","3,874 ","10,762 ","7.67 ","17% ","63% ","6.00 ","10.17 ","18.33 ","4.17 ",1.24,"0.50 ",1.33,"1.00 ","0.33 ","0.17 ","LikeALuke-2918",7,1
"329",7,0.75,"5.7%","11.50 ","2.75 ","00:25 ","4,024 ","10,818 ","8.00 ","17% ","63% ","5.75 ","11.25 ","14.25 ","4.00 ",1.44,"0.50 ",1.75,"1.25 ","0.25 ","0.50 ","LikeALuke-2918",5,2
"330",7,0.75,"30.9%","20.50 ","7.25 ","01:01 ","5,661 ","14,936 ","6.00 ","23% ","59% ","10.75 ","18.75 ","20.25 ","5.25 ",3.42,"1.00 ",2.5,"1.50 ","0.50 ","0.25 ","Lutional-1373",5,2
"331",1,0,"0.0%","3.00 ","1.00 ","00:19 ","1,462 ","5,386 ","5.00 ","24% ","58% ","3.00 ","6.00 ","6.00 ","2.00 ",0.6,"0.00 ",0,"1.00 ","0.00 ","0.00 ","Lutional-1373",0,1
"332",7,0.6667,"31.8%","13.50 ","6.50 ","01:11 ","4,453 ","12,384 ","7.50 ","24% ","58% ","7.50 ","14.25 ","24.50 ","5.50 ",1.8,"0.75 ",1.5,"0.75 ","0.25 ","0.25 ","Lutional-1373",5,2
"333",5,0.6667,"19.8%","16.56 ","6.89 ","01:08 ","5,054 ","11,826 ","8.56 ","24% ","58% ","8.44 ","17.22 ","19.00 ","6.56 ",1.94,"0.44 ",2.33,"1.22 ","0.44 ","0.78 ","Lutional-1373",3,2
"334",6,1,"27.7%","13.00 ","5.00 ","00:15 ","3,282 ","10,734 ","5.50 ","24% ","59% ","8.00 ","12.50 ","16.50 ","3.50 ",2.36,"0.50 ",1.5,"1.00 ","0.50 ","0.00 ","Lutional-1373",6,0
"335",6,1,"4.3%","14.00 ","6.00 ","01:48 ","4,908 ","12,866 ","9.50 ","24% ","59% ","8.50 ","13.00 ","19.50 ","5.50 ",1.47,"0.50 ",1,"1.00 ","0.00 ","0.00 ","Lutional-1373",6,0
"336",1,0,"14.9%","9.00 ","3.00 ","00:14 ","5,006 ","5,566 ","6.00 ","23% ","62% ","12.00 ","5.00 ","9.00 ","0.00 ",1.5,"0.00 ",1,"0.00 ","0.00 ","0.00 ","ThatOneLance-1233",0,1
"337",6,1,"10.7%","16.00 ","7.50 ","00:50 ","3,666 ","13,192 ","7.50 ","23% ","61% ","8.00 ","18.00 ","29.50 ","7.00 ",2.13,"0.00 ",1,"0.50 ","0.50 ","0.00 ","ThatOneLance-1233",6,0
"338",5,1,"17.1%","16.00 ","6.78 ","01:02 ","4,150 ","11,772 ","4.78 ","23% ","62% ","6.67 ","18.00 ","22.00 ","8.33 ",3.35,"1.00 ",1.78,"1.44 ","0.00 ","0.33 ","ThatOneLance-1233",5,0
"339",13,0.75,"20.5%","14.38 ","5.25 ","01:21 ","4,492 ","11,205 ","6.25 ","23% ","62% ","8.38 ","12.38 ","15.75 ","4.75 ",2.3,"0.50 ",1.62,"0.75 ","0.25 ","0.50 ","ThatOneLance-1233",10,3
"340",3,0.6,"22.3%","14.20 ","5.20 ","00:46 ","3,948 ","7,795 ","5.00 ","23% ","62% ","7.40 ","12.60 ","12.20 ","4.40 ",2.84,"0.40 ",1.4,"0.60 ","0.80 ","0.20 ","ThatOneLance-1233",2,1
"341",14,0.5,"19.1%","14.77 ","6.00 ","00:48 ","4,737 ","10,074 ","7.23 ","23% ","62% ","8.08 ","14.62 ","15.08 ","6.15 ",2.04,"0.46 ",2.08,"1.00 ","0.54 ","0.54 ","ThatOneLance-1233",7,7
"342",13,0.375,"7.2%","12.75 ","4.62 ","00:56 ","5,838 ","15,231 ","9.00 ","24% ","68% ","6.25 ","11.75 ","19.88 ","4.50 ",1.42,"0.25 ",1.25,"0.75 ","0.38 ","0.12 ","Sepi-2412",5,8
"343",1,0,"0.0%","2.00 ","2.00 ","00:13 ","2,488 ","9,920 ","3.00 ","24% ","67% ","1.00 ","1.00 ","3.00 ","1.00 ",0.67,"1.00 ",2,"1.00 ","0.00 ","1.00 ","Sepi-2412",0,1
"344",7,1,"15.1%","13.00 ","6.00 ","00:59 ","4,843 ","10,694 ","4.50 ","24% ","67% ","5.50 ","13.75 ","14.50 ","6.50 ",2.89,"0.75 ",1.75,"1.00 ","0.25 ","0.50 ","Sepi-2412",7,0
"345",12,0.6667,"10.6%","11.00 ","4.10 ","00:44 ","5,294 ","9,834 ","7.00 ","24% ","67% ","5.80 ","10.70 ","12.20 ","4.00 ",1.57,"0.20 ",1.3,"0.80 ","0.40 ","0.10 ","Sepi-2412",8,4
"346",1,1,"39.2%","18.00 ","4.00 ","00:20 ","4,154 ","8,244 ","5.00 ","24% ","67% ","6.00 ","15.00 ","20.00 ","5.00 ",3.6,"0.00 ",1,"0.00 ","1.00 ","0.00 ","Sepi-2412",1,0
"347",6,0.5,"1.9%","6.00 ","1.00 ","00:33 ","3,174 ","7,172 ","6.00 ","24% ","67% ","4.50 ","6.50 ","11.00 ","1.50 ",1,"0.00 ",1,"0.50 ","0.00 ","0.50 ","Sepi-2412",3,3
"348",4,0.5714,"7.7%","9.14 ","2.43 ","00:23 ","4,612 ","8,889 ","5.29 ","24% ","67% ","5.57 ","8.86 ","11.86 ","3.71 ",1.73,"0.57 ",1.86,"1.00 ","0.57 ","0.14 ","Sepi-2412",2,2
"349",2,0.3333,"4.4%","13.67 ","5.00 ","01:27 ","4,801 ","13,235 ","12.00 ","24% ","67% ","4.33 ","13.00 ","17.33 ","4.67 ",1.14,"0.67 ",1.67,"1.00 ","0.67 ","0.33 ","Sepi-2412",1,1
"350",2,1,"15.0%","16.33 ","7.33 ","00:51 ","5,399 ","14,105 ","3.33 ","24% ","67% ","5.00 ","14.00 ","16.33 ","5.00 ",4.9,"0.67 ",1.67,"1.00 ","0.00 ","0.67 ","Sepi-2412",2,0
"351",6,1,"16.7%","17.50 ","10.50 ","00:42 ","7,254 ","9,408 ","7.00 ","24% ","67% ","8.50 ","16.00 ","13.50 ","7.00 ",2.5,"0.50 ",1.5,"0.50 ","0.00 ","1.00 ","Sepi-2412",6,0
