"","GAME_PLAYED","WIN_RATE","ON_FIRE","ELIS","OBJ_KILLS","OBJ_TIME","DAMAGE","DEATH","SOLO_KILLS","FINAL_BLOWS","BLOCKED","CHARGE","ULT","FIRE","ED","VOTING_CARDS","MEDALS","GOLD","SILVER","BRONZE","PLAYER_ID","WIN","LOSS"
"1",6,0.5,"7.7%","16.33 ","5.83 ","01:39 ","9,881 ","10.00 ","0.00 ","46% ","15,130 ","2.00 ","4.83 ","7.00 ",1.63,"0.17 ",2.5,"0.33 ","1.00 ","1.33 ","Arty-1346",3,3
"2",1,1,"9.7%","48.00 ","20.00 ","03:59 ","30,743 ","21.00 ","1.00 ","50% ","53,074 ","6.00 ","10.00 ","16.00 ",2.29,"1.00 ",6,"1.00 ","3.00 ","3.00 ","Arty-1346",1,0
"3",4,0.25,"12.7%","20.00 ","5.25 ","01:39 ","9,672 ","8.50 ","0.00 ","43% ","17,676 ","2.75 ","4.00 ","8.00 ",2.35,"0.00 ",2,"0.25 ","0.50 ","1.00 ","Arty-1346",1,3
"4",3,0.6667,"6.3%","18.33 ","8.00 ","01:16 ","10,031 ","6.67 ","0.00 ","38% ","10,663 ","1.67 ","1.33 ","6.00 ",2.75,"0.00 ",2.67,"1.00 ","0.67 ","1.00 ","Arty-1346",2,1
"5",15,0.5333,"6.0%","21.93 ","8.80 ","02:20 ","12,190 ","8.93 ","0.40 ","47% ","17,895 ","2.93 ","3.93 ","7.13 ",2.46,"0.53 ",3,"1.00 ","0.87 ","1.13 ","Arty-1346",8,7
"6",2,1,"1.3%","24.50 ","11.00 ","02:13 ","13,080 ","9.00 ","0.50 ","43% ","12,870 ","4.50 ","3.50 ","8.50 ",2.72,"0.00 ",2.5,"0.50 ","1.00 ","1.00 ","Arty-1346",2,0
"7",2,1,"14.8%","27.50 ","10.50 ","02:59 ","17,255 ","10.00 ","1.00 ","38% ","20,636 ","2.50 ","5.50 ","11.50 ",2.75,"0.00 ",2.5,"1.00 ","1.00 ","0.50 ","Mehtis-21293",2,0
"8",1,1,"3.6%","24.00 ","15.00 ","04:59 ","23,018 ","14.00 ","0.00 ","17% ","38,683 ","1.00 ","6.00 ","8.00 ",1.71,"2.00 ",3,"3.00 ","0.00 ","0.00 ","Mehtis-21293",1,0
"9",4,0.5,"5.2%","13.50 ","4.00 ","01:07 ","11,278 ","6.50 ","0.25 ","52% ","15,088 ","1.75 ","2.75 ","6.25 ",2.08,"0.25 ",2.5,"0.75 ","1.25 ","0.50 ","Mehtis-21293",2,2
"10",4,0.5,"7.5%","18.75 ","9.25 ","03:17 ","13,814 ","12.75 ","0.25 ","29% ","25,461 ","1.50 ","4.50 ","9.25 ",1.47,"0.75 ",2.75,"1.25 ","0.25 ","1.25 ","Mehtis-21293",2,2
"11",4,0.25,"11.6%","23.50 ","11.50 ","02:39 ","15,640 ","14.00 ","0.25 ","38% ","28,849 ","2.75 ","3.50 ","9.50 ",1.68,"0.50 ",3.5,"1.00 ","1.00 ","1.50 ","Mehtis-21293",1,3
"12",8,0.5,"19.0%","16.38 ","7.12 ","02:01 ","11,670 ","8.00 ","0.25 ","47% ","15,087 ","1.12 ","3.12 ","6.50 ",2.05,"0.50 ",2.5,"1.00 ","0.88 ","0.75 ","Mehtis-21293",4,4
"13",5,0.8,"10.2%","21.00 ","11.00 ","01:40 ","13,094 ","8.00 ","0.20 ","46% ","22,967 ","1.40 ","3.00 ","9.60 ",2.62,"0.40 ",3.2,"0.80 ","1.20 ","1.00 ","Mehtis-21293",4,1
"14",3,0.6667,"13.7%","27.33 ","12.00 ","02:53 ","20,105 ","13.33 ","0.67 ","44% ","27,636 ","5.33 ","7.67 ","10.33 ",2.05,"0.67 ",2.67,"1.00 ","0.33 ","1.00 ","Gefest-2545",2,1
"15",19,0.5882,"8.6%","18.11 ","6.37 ","01:32 ","11,500 ","9.21 ","0.26 ","45% ","15,664 ","3.26 ","3.79 ","6.79 ",1.97,"0.26 ",2.42,"0.89 ","0.63 ","0.95 ","Gefest-2545",11,8
"16",6,0.3333,"11.8%","22.33 ","9.33 ","02:00 ","17,554 ","12.67 ","0.67 ","50% ","21,863 ","4.50 ","6.00 ","8.33 ",1.76,"0.17 ",2.17,"0.67 ","0.50 ","1.00 ","Gefest-2545",2,4
"17",10,0.2,"9.0%","19.40 ","6.00 ","01:11 ","13,048 ","9.80 ","0.90 ","47% ","17,352 ","4.20 ","3.70 ","6.40 ",1.98,"0.30 ",3,"1.00 ","0.90 ","1.20 ","Gefest-2545",2,8
"18",13,0.5385,"10.9%","23.15 ","8.54 ","01:55 ","13,933 ","10.15 ","0.62 ","41% ","20,130 ","4.46 ","4.15 ","9.31 ",2.28,"0.69 ",2.77,"0.69 ","0.92 ","1.08 ","Gefest-2545",7,6
"19",2,1,"0.0%","22.50 ","8.50 ","02:25 ","12,924 ","15.00 ","0.00 ","49% ","28,306 ","5.50 ","4.00 ","4.00 ",1.5,"0.50 ",2,"0.00 ","0.00 ","2.00 ","Gefest-2545",2,0
"20",3,0,"17.3%","36.00 ","11.67 ","02:47 ","19,197 ","9.67 ","0.33 ","38% ","24,543 ","3.33 ","6.67 ","12.67 ",3.72,"0.00 ",4,"2.33 ","1.33 ","0.67 ","BenBest-2898",0,3
"21",4,0.75,"19.1%","22.00 ","8.50 ","02:05 ","13,155 ","6.50 ","0.25 ","43% ","22,310 ","2.50 ","6.00 ","8.25 ",3.38,"0.75 ",3.25,"1.50 ","1.00 ","0.75 ","BenBest-2898",3,1
"22",3,0.6667,"23.1%","33.00 ","13.00 ","02:35 ","19,511 ","10.33 ","1.67 ","43% ","21,030 ","2.00 ","4.67 ","14.00 ",3.19,"0.67 ",2.67,"1.00 ","0.67 ","0.67 ","BenBest-2898",2,1
"23",4,0.75,"8.3%","24.25 ","11.25 ","03:05 ","14,930 ","10.50 ","0.75 ","53% ","18,030 ","2.75 ","5.00 ","11.50 ",2.31,"0.25 ",2.5,"0.50 ","0.75 ","1.25 ","BenBest-2898",3,1
"24",3,0.6667,"9.1%","19.67 ","4.33 ","01:09 ","11,019 ","5.33 ","0.33 ","42% ","13,965 ","1.67 ","5.00 ","7.67 ",3.69,"0.33 ",2,"0.67 ","0.33 ","1.33 ","BenBest-2898",2,1
"25",1,0,"9.2%","20.00 ","7.00 ","03:42 ","21,469 ","13.00 ","0.00 ","65% ","30,296 ","2.00 ","3.00 ","12.00 ",1.54,"1.00 ",4,"2.00 ","1.00 ","1.00 ","BenBest-2898",0,1
"26",1,0,"7.5%","44.00 ","22.00 ","03:45 ","30,109 ","22.00 ","0.00 ","30% ","37,958 ","5.00 ","11.00 ","19.00 ",2,"1.00 ",5,"3.00 ","1.00 ","1.00 ","KEV-22131",0,1
"27",3,0.3333,"10.0%","20.67 ","9.67 ","03:28 ","15,792 ","8.67 ","0.00 ","47% ","20,650 ","2.00 ","3.33 ","9.00 ",2.38,"0.67 ",3,"1.00 ","0.67 ","1.33 ","KEV-22131",1,2
"28",4,1,"28.1%","33.25 ","13.50 ","02:25 ","16,341 ","7.25 ","0.25 ","40% ","20,024 ","2.50 ","5.50 ","12.75 ",4.59,"0.25 ",4,"2.00 ","1.00 ","1.00 ","KEV-22131",4,0
"29",1,0,"3.6%","11.00 ","7.00 ","00:57 ","7,702 ","7.00 ","1.00 ","45% ","12,802 ","1.00 ","2.00 ","6.00 ",1.57,"1.00 ",3,"1.00 ","1.00 ","1.00 ","KEV-22131",0,1
"30",3,0.6667,"16.1%","27.67 ","8.00 ","01:52 ","14,443 ","9.00 ","0.33 ","49% ","18,737 ","2.00 ","8.33 ","12.67 ",3.07,"0.67 ",3.67,"1.33 ","1.33 ","1.00 ","KEV-22131",2,1
"31",3,0.3333,"8.0%","19.33 ","9.67 ","02:05 ","12,319 ","10.00 ","0.33 ","47% ","18,854 ","2.00 ","5.33 ","6.67 ",1.93,"0.00 ",2.67,"0.67 ","0.67 ","1.00 ","KEV-22131",1,2
"32",2,0,"13.8%","15.00 ","6.50 ","01:00 ","5,291 ","3.00 ","0.50 ","50% ","11,420 ","2.50 ","3.50 ","5.00 ",5,"0.50 ",2,"1.50 ","0.50 ","0.50 ","IamCow-11766",0,2
"33",3,0.6667,"7.1%","27.67 ","8.33 ","02:56 ","17,069 ","8.33 ","0.00 ","33% ","25,186 ","2.67 ","6.67 ","12.00 ",3.32,"0.33 ",3.33,"1.00 ","0.00 ","2.33 ","IamCow-11766",2,1
"34",1,0,"0.1%","10.00 ","7.00 ","01:16 ","12,675 ","20.00 ","0.00 ","30% ","20,916 ","3.00 ","0.00 ","3.00 ",0.5,"0.00 ",5,"0.00 ","2.00 ","3.00 ","IamCow-11766",0,1
"35",16,0.4286,"12.4%","20.56 ","10.50 ","02:38 ","13,419 ","8.19 ","0.38 ","42% ","22,144 ","2.69 ","4.19 ","7.69 ",2.51,"0.56 ",2.88,"1.19 ","0.81 ","0.88 ","IamCow-11766",7,9
"36",18,0.4444,"9.3%","19.56 ","9.17 ","02:38 ","13,425 ","8.56 ","0.33 ","43% ","21,316 ","2.89 ","3.89 ","7.56 ",2.29,"0.44 ",3.06,"1.22 ","1.17 ","0.67 ","IamCow-11766",8,10
"37",1,1,"4.6%","32.00 ","14.00 ","04:21 ","18,076 ","12.00 ","1.00 ","34% ","28,467 ","4.00 ","8.00 ","13.00 ",2.67,"0.00 ",3,"2.00 ","0.00 ","0.00 ","ThelordGreg-2167",1,0
"38",1,1,"5.8%","21.00 ","13.00 ","02:24 ","8,749 ","4.00 ","0.00 ","33% ","9,379 ","2.00 ","3.00 ","3.00 ",5.25,"0.00 ",1,"1.00 ","0.00 ","0.00 ","ThelordGreg-2167",1,0
"39",4,0.25,"10.7%","22.50 ","12.25 ","03:46 ","16,128 ","12.25 ","0.25 ","36% ","24,223 ","3.50 ","5.00 ","6.75 ",1.84,"0.50 ",2.75,"1.25 ","0.75 ","1.00 ","ThelordGreg-2167",1,3
"40",2,0.5,"21.6%","25.50 ","10.50 ","03:32 ","14,624 ","8.00 ","0.00 ","43% ","16,826 ","3.50 ","2.00 ","3.00 ",3.19,"0.00 ",2,"0.50 ","1.00 ","0.50 ","ThelordGreg-2167",1,1
"41",1,1,"1.5%","28.00 ","8.00 ","02:38 ","20,841 ","9.00 ","0.00 ","54% ","30,941 ","5.00 ","4.00 ","11.00 ",3.11,"0.00 ",4,"0.00 ","2.00 ","3.00 ","ThelordGreg-2167",1,0
"42",4,1,"7.5%","17.50 ","8.00 ","01:16 ","8,714 ","5.75 ","0.00 ","40% ","14,428 ","2.00 ","2.75 ","5.25 ",3.04,"0.25 ",2,"0.50 ","1.00 ","0.25 ","ThelordGreg-2167",4,0
"43",1,0,"1.2%","23.00 ","14.00 ","02:33 ","13,355 ","12.00 ","0.00 ","52% ","21,596 ","1.00 ","5.00 ","6.00 ",1.92,"1.00 ",3,"0.00 ","0.00 ","3.00 ","ThelordGreg-2167",0,1
"44",1,0,"0.0%","10.00 ","1.00 ","03:10 ","14,757 ","19.00 ","0.00 ","20% ","30,442 ","2.00 ","0.00 ","3.00 ",0.53,"0.00 ",3,"1.00 ","2.00 ","0.00 ","ThelordGreg-2167",0,1
"45",5,0.8,"2.7%","20.40 ","10.00 ","03:37 ","12,929 ","10.40 ","0.80 ","41% ","24,917 ","2.20 ","2.60 ","7.40 ",1.96,"0.40 ",2.2,"1.00 ","1.00 ","0.20 ","alex1xw7waa-1951",4,1
"46",2,0,"6.8%","17.50 ","6.00 ","02:14 ","14,001 ","12.00 ","0.00 ","66% ","22,454 ","3.00 ","1.50 ","8.50 ",1.46,"0.00 ",3,"1.50 ","1.00 ","0.50 ","alex1xw7waa-1951",0,2
"47",2,1,"7.6%","29.00 ","16.50 ","04:53 ","20,752 ","15.00 ","1.50 ","43% ","26,152 ","4.00 ","7.50 ","12.00 ",1.93,"0.00 ",3.5,"0.50 ","1.00 ","2.00 ","alex1xw7waa-1951",2,0
"48",3,0.3333,"6.8%","24.33 ","7.67 ","02:32 ","14,814 ","10.33 ","0.00 ","42% ","27,420 ","4.33 ","3.00 ","9.00 ",2.35,"0.33 ",2.67,"1.00 ","0.67 ","1.33 ","alex1xw7waa-1951",1,2
"49",4,0.25,"11.7%","19.25 ","8.50 ","02:43 ","15,126 ","8.75 ","0.00 ","38% ","18,912 ","2.25 ","4.75 ","9.00 ",2.2,"0.50 ",3,"1.50 ","0.75 ","0.50 ","alex1xw7waa-1951",1,3
"50",2,0.5,"15.1%","22.00 ","8.00 ","01:09 ","11,270 ","7.50 ","0.50 ","36% ","13,690 ","1.50 ","6.50 ","7.00 ",2.93,"0.50 ",2,"1.00 ","0.50 ","0.50 ","alex1xw7waa-1951",1,1
"51",6,0.5,"7.0%","20.17 ","8.17 ","02:10 ","12,620 ","10.67 ","0.33 ","33% ","17,235 ","1.17 ","5.17 ","8.83 ",1.89,"0.33 ",2.5,"1.33 ","0.17 ","1.00 ","alex1xw7waa-1951",3,3
"52",4,0.75,"12.3%","13.50 ","6.75 ","01:25 ","10,454 ","6.50 ","0.00 ","41% ","18,741 ","2.50 ","4.00 ","5.00 ",2.08,"0.75 ",3.25,"1.00 ","1.50 ","0.75 ","theplug-11319",3,1
"53",1,1,"0.5%","24.00 ","8.00 ","05:06 ","18,931 ","25.00 ","0.00 ","38% ","37,566 ","4.00 ","6.00 ","9.00 ",0.96,"1.00 ",5,"2.00 ","1.00 ","2.00 ","theplug-11319",1,0
"54",3,1,"17.6%","26.33 ","11.67 ","02:24 ","15,154 ","8.67 ","0.00 ","48% ","20,932 ","3.67 ","5.33 ","14.00 ",3.04,"0.67 ",3.33,"1.67 ","1.33 ","0.33 ","theplug-11319",3,0
"55",1,0,"42.0%","13.00 ","3.00 ","01:00 ","7,169 ","9.00 ","0.00 ","38% ","20,939 ","2.00 ","3.00 ","5.00 ",1.44,"0.00 ",4,"3.00 ","1.00 ","0.00 ","theplug-11319",0,1
"56",1,0,"7.7%","12.00 ","2.00 ","00:53 ","9,023 ","10.00 ","0.00 ","33% ","14,152 ","0.00 ","2.00 ","5.00 ",1.2,"1.00 ",2,"0.00 ","0.00 ","1.00 ","theplug-11319",0,1
"57",5,0.8,"28.0%","23.00 ","7.80 ","02:18 ","12,342 ","6.20 ","0.20 ","36% ","14,429 ","2.80 ","2.60 ","10.60 ",3.71,"0.40 ",3,"1.00 ","1.20 ","1.00 ","theplug-11319",4,1
"58",7,0.5714,"10.7%","17.29 ","7.43 ","01:33 ","11,788 ","7.57 ","0.00 ","40% ","17,450 ","2.71 ","3.14 ","5.57 ",2.28,"0.29 ",3.14,"0.86 ","0.86 ","1.43 ","noseknowz-1424",4,3
"59",2,0.5,"12.0%","18.50 ","9.00 ","02:30 ","12,091 ","10.50 ","1.00 ","46% ","17,480 ","2.00 ","3.50 ","9.00 ",1.76,"0.00 ",1.5,"0.50 ","0.00 ","0.50 ","noseknowz-1424",1,1
"60",7,0.3333,"9.9%","23.43 ","9.71 ","02:17 ","14,139 ","12.00 ","0.29 ","35% ","20,351 ","3.14 ","4.29 ","9.71 ",1.95,"0.29 ",2.86,"0.71 ","1.00 ","1.14 ","noseknowz-1424",2,5
"61",5,0.8,"2.4%","23.60 ","9.60 ","03:25 ","15,207 ","12.60 ","0.80 ","42% ","22,231 ","2.20 ","6.40 ","9.40 ",1.87,"0.60 ",2.8,"0.80 ","0.60 ","1.80 ","noseknowz-1424",4,1
"62",12,0.5833,"8.9%","19.42 ","7.92 ","02:02 ","11,126 ","8.33 ","0.67 ","38% ","17,638 ","2.00 ","3.83 ","7.42 ",2.33,"0.42 ",2.92,"1.25 ","0.75 ","0.83 ","noseknowz-1424",7,5
"63",7,0.6667,"8.6%","28.86 ","12.14 ","02:19 ","15,145 ","12.14 ","0.86 ","48% ","19,141 ","4.57 ","6.71 ","11.71 ",2.38,"0.00 ",3.57,"0.71 ","1.00 ","1.86 ","noseknowz-1424",5,2
"64",9,0.5556,"4.7%","20.89 ","7.89 ","01:55 ","10,877 ","8.56 ","0.11 ","39% ","19,310 ","2.44 ","2.78 ","8.00 ",2.44,"0.22 ",2.11,"0.44 ","1.00 ","0.78 ","noseknowz-1424",5,4
"65",4,1,"9.3%","14.25 ","6.50 ","01:51 ","12,046 ","6.75 ","0.00 ","39% ","16,638 ","1.25 ","4.25 ","4.75 ",2.11,"0.25 ",2.75,"1.25 ","0.75 ","0.50 ","Matman909-1921",4,0
"66",6,0.5,"6.5%","26.50 ","12.50 ","02:28 ","13,408 ","8.50 ","0.00 ","38% ","22,338 ","2.50 ","4.50 ","9.17 ",3.12,"0.17 ",2.5,"0.83 ","0.67 ","1.00 ","Matman909-1921",3,3
"67",8,0.625,"10.3%","20.00 ","6.50 ","02:00 ","10,778 ","9.00 ","0.12 ","52% ","17,475 ","2.25 ","3.75 ","7.62 ",2.22,"0.00 ",2.38,"0.75 ","0.62 ","1.00 ","Matman909-1921",5,3
"68",8,0.75,"23.6%","26.88 ","9.50 ","02:25 ","15,956 ","8.25 ","0.38 ","46% ","20,606 ","2.88 ","6.00 ","9.88 ",3.26,"0.62 ",3.75,"1.62 ","1.00 ","1.12 ","Matman909-1921",6,2
"69",30,0.4667,"13.2%","21.43 ","9.90 ","02:56 ","13,131 ","8.87 ","0.40 ","43% ","20,186 ","2.57 ","4.60 ","8.07 ",2.42,"0.30 ",3.03,"1.33 ","1.00 ","0.70 ","Matman909-1921",14,16
"70",7,0.4286,"7.5%","18.14 ","8.29 ","01:53 ","11,388 ","9.14 ","0.14 ","44% ","17,564 ","2.14 ","3.71 ","5.86 ",1.98,"0.43 ",3.14,"1.43 ","0.71 ","1.00 ","Matman909-1921",3,4
"71",3,0.6667,"15.0%","21.67 ","4.33 ","01:23 ","13,625 ","8.67 ","0.00 ","40% ","19,759 ","3.33 ","6.33 ","7.00 ",2.5,"0.67 ",3.33,"1.67 ","1.67 ","0.67 ","Helv-21725",2,1
"72",1,1,"26.7%","30.00 ","11.00 ","01:14 ","12,117 ","4.00 ","1.00 ","67% ","20,329 ","6.00 ","8.00 ","12.00 ",7.5,"1.00 ",4,"1.00 ","2.00 ","0.00 ","Helv-21725",1,0
"73",24,0.5,"14.7%","23.08 ","7.50 ","02:06 ","14,587 ","10.67 ","0.54 ","45% ","18,426 ","3.46 ","4.25 ","9.33 ",2.16,"0.21 ",2.38,"0.92 ","0.92 ","0.54 ","Helv-21725",12,12
"74",1,1,"17.9%","42.00 ","12.00 ","01:43 ","19,094 ","12.00 ","1.00 ","48% ","18,531 ","7.00 ","8.00 ","19.00 ",3.5,"0.00 ",4,"2.00 ","1.00 ","1.00 ","Helv-21725",1,0
"75",32,0.5312,"9.9%","25.06 ","8.41 ","01:55 ","14,115 ","9.09 ","0.41 ","44% ","15,946 ","3.09 ","5.28 ","10.25 ",2.76,"0.34 ",2.75,"1.06 ","0.94 ","0.75 ","Helv-21725",17,15
"76",2,0.5,"14.9%","28.00 ","12.50 ","01:06 ","15,610 ","7.50 ","1.50 ","41% ","19,495 ","5.00 ","6.00 ","11.50 ",3.73,"0.50 ",2.5,"1.00 ","0.50 ","1.00 ","GLmood1-2807",1,1
"77",1,0,"3.6%","15.00 ","7.00 ","01:02 ","12,675 ","11.00 ","0.00 ","60% ","21,917 ","2.00 ","6.00 ","5.00 ",1.36,"2.00 ",4,"2.00 ","2.00 ","1.00 ","GLmood1-2807",0,1
"78",5,0.6,"7.6%","21.60 ","11.00 ","03:00 ","12,733 ","9.20 ","0.40 ","42% ","18,368 ","2.00 ","3.60 ","9.80 ",2.35,"0.20 ",2.8,"0.80 ","0.40 ","1.20 ","GLmood1-2807",3,2
"79",4,0.5,"21.4%","21.00 ","7.50 ","02:02 ","13,699 ","7.75 ","0.25 ","35% ","15,418 ","1.50 ","6.00 ","9.25 ",2.71,"0.25 ",2.25,"0.75 ","1.00 ","0.50 ","GLmood1-2807",2,2
"80",4,0.5,"6.7%","17.00 ","7.25 ","01:27 ","13,080 ","9.25 ","0.25 ","46% ","20,854 ","2.75 ","2.75 ","4.75 ",1.84,"0.25 ",1.25,"0.50 ","0.50 ","0.25 ","GLmood1-2807",2,2
"81",7,0.1429,"5.4%","18.29 ","7.86 ","02:22 ","11,433 ","10.43 ","0.57 ","48% ","17,697 ","2.86 ","4.00 ","7.29 ",1.75,"0.43 ",2.43,"1.14 ","0.57 ","0.86 ","GLmood1-2807",1,6
"82",6,0.8333,"8.1%","27.17 ","9.00 ","02:26 ","13,599 ","7.50 ","0.33 ","45% ","16,368 ","4.00 ","5.17 ","10.83 ",3.62,"0.00 ",3.17,"0.33 ","1.33 ","1.50 ","Spot-11846",5,1
"83",7,0.4286,"4.9%","18.43 ","8.43 ","01:56 ","12,289 ","7.71 ","0.14 ","47% ","16,460 ","3.29 ","4.43 ","8.57 ",2.39,"0.14 ",2.29,"0.57 ","1.29 ","0.29 ","Spot-11846",3,4
"84",2,0.5,"6.6%","24.50 ","10.50 ","01:47 ","16,688 ","10.50 ","0.50 ","51% ","18,890 ","4.00 ","3.50 ","11.00 ",2.33,"0.50 ",3,"1.00 ","0.50 ","2.00 ","Spot-11846",1,1
"85",9,0.5556,"3.6%","22.00 ","11.56 ","02:43 ","15,058 ","11.78 ","0.44 ","49% ","17,055 ","3.33 ","3.78 ","8.11 ",1.87,"0.11 ",2.33,"0.78 ","0.89 ","0.67 ","Spot-11846",5,4
"86",10,0.7,"3.9%","18.60 ","8.00 ","01:15 ","10,749 ","7.30 ","0.30 ","44% ","13,154 ","3.30 ","4.40 ","6.40 ",2.55,"0.20 ",2.3,"0.70 ","0.80 ","0.80 ","Spot-11846",7,3
"87",4,0.75,"12.0%","27.25 ","10.00 ","02:19 ","14,167 ","8.25 ","0.25 ","44% ","15,269 ","3.75 ","5.50 ","10.25 ",3.3,"0.25 ",3.5,"0.75 ","1.25 ","1.50 ","Spot-11846",3,1
"88",6,0.8333,"13.7%","30.00 ","13.17 ","02:18 ","16,056 ","8.33 ","0.83 ","47% ","19,766 ","3.33 ","8.17 ","11.50 ",3.6,"0.33 ",2.83,"1.00 ","1.17 ","0.67 ","greybattle-2949",5,1
"89",9,0.5556,"9.0%","21.44 ","8.44 ","02:10 ","13,679 ","9.22 ","0.22 ","47% ","19,380 ","3.11 ","4.89 ","8.44 ",2.33,"0.33 ",2.89,"1.33 ","0.89 ","0.67 ","greybattle-2949",5,4
"90",13,0.3846,"9.2%","19.92 ","7.23 ","01:34 ","13,706 ","9.46 ","0.46 ","50% ","16,264 ","2.92 ","3.85 ","7.85 ",2.11,"0.15 ",2.85,"1.00 ","0.85 ","1.00 ","greybattle-2949",5,8
