"","GAME_PLAYED","WIN_RATE","ON_FIRE","ELIS","OBJ_KILLS","OBJ_TIME","DAMAGE","DEATH","SOLO_KILLS","FINAL_BLOWS","BLOCKED","CHARGE","ULT","FIRE","ED","VOTING_CARDS","MEDALS","GOLD","SILVER","BRONZE","PLAYER_ID","WIN","LOSS"
"91",4,0.75,"8.3%","27.00 ","10.00 ","01:56 ","15,564 ","11.00 ","0.25 ","38% ","25,750 ","2.00 ","6.25 ","13.25 ",2.45,"1.00 ",3.5,"0.50 ","1.25 ","1.50 ","greybattle-2949",3,1
"92",7,0.5714,"10.9%","21.14 ","8.86 ","02:33 ","14,007 ","10.14 ","0.71 ","45% ","18,752 ","2.00 ","4.71 ","10.14 ",2.08,"0.14 ",2.57,"0.71 ","0.86 ","1.00 ","greybattle-2949",4,3
"93",11,0.5455,"7.0%","19.55 ","7.73 ","02:03 ","12,390 ","9.64 ","0.55 ","46% ","19,940 ","1.45 ","4.09 ","7.09 ",2.03,"0.55 ",2.55,"0.55 ","1.00 ","1.09 ","greybattle-2949",6,5
"94",13,0.5833,"6.4%","21.92 ","8.38 ","02:44 ","14,063 ","11.46 ","0.38 ","50% ","21,666 ","3.46 ","4.31 ","9.62 ",1.91,"0.62 ",2.77,"0.69 ","1.00 ","1.08 ","greybattle-2949",8,5
"95",12,0.75,"9.6%","25.92 ","8.42 ","02:23 ","14,731 ","9.75 ","0.75 ","46% ","18,591 ","3.92 ","4.67 ","8.00 ",2.66,"0.42 ",2.83,"1.00 ","1.17 ","0.67 ","greybattle-2949",9,3
"96",6,0.6667,"18.3%","20.83 ","7.83 ","01:11 ","11,264 ","6.67 ","0.33 ","45% ","10,342 ","2.50 ","3.67 ","6.50 ",3.12,"0.17 ",3,"1.00 ","1.50 ","0.50 ","greybattle-2949",4,2
"97",1,0,"3.7%","29.00 ","11.00 ","00:58 ","16,398 ","11.00 ","0.00 ","41% ","24,069 ","2.00 ","4.00 ","13.00 ",2.64,"0.00 ",4,"1.00 ","2.00 ","2.00 ","Jklol21-2317",0,1
"98",1,0,"5.9%","34.00 ","13.00 ","02:36 ","21,992 ","12.00 ","0.00 ","47% ","29,721 ","4.00 ","4.00 ","15.00 ",2.83,"0.00 ",4,"2.00 ","2.00 ","0.00 ","Jklol21-2317",0,1
"99",2,0,"3.9%","14.00 ","4.50 ","00:32 ","10,032 ","8.50 ","0.00 ","25% ","11,322 ","1.50 ","3.00 ","4.00 ",1.65,"0.00 ",2,"1.00 ","0.00 ","1.00 ","Jklol21-2317",0,2
"100",1,0,"0.0%","11.00 ","3.00 ","00:36 ","7,572 ","6.00 ","0.00 ","55% ","10,877 ","2.00 ","1.00 ","7.00 ",1.83,"0.00 ",2,"0.00 ","2.00 ","0.00 ","Jklol21-2317",0,1
"101",3,0.6667,"34.8%","35.67 ","10.67 ","02:02 ","20,266 ","8.00 ","0.00 ","49% ","21,953 ","4.00 ","7.67 ","12.67 ",4.46,"0.33 ",3.33,"1.33 ","1.00 ","1.00 ","Jklol21-2317",2,1
"102",2,0.5,"38.3%","47.50 ","18.00 ","01:57 ","20,601 ","5.00 ","0.00 ","44% ","22,484 ","4.50 ","11.00 ","17.50 ",9.5,"1.00 ",4,"1.50 ","0.50 ","2.00 ","ChroNoDotA-11690",1,1
"103",3,0.6667,"6.0%","20.67 ","5.33 ","01:38 ","13,219 ","11.67 ","0.00 ","44% ","23,508 ","2.00 ","4.00 ","8.00 ",1.77,"1.00 ",3.67,"0.67 ","1.67 ","1.33 ","ChroNoDotA-11690",2,1
"104",2,0,"1.8%","6.50 ","2.00 ","01:45 ","6,974 ","7.50 ","0.00 ","62% ","13,250 ","1.00 ","1.50 ","2.00 ",0.87,"0.00 ",1,"0.00 ","1.00 ","0.50 ","ChroNoDotA-11690",0,2
"105",4,0.75,"20.3%","26.00 ","5.25 ","01:20 ","13,939 ","9.25 ","0.50 ","33% ","24,019 ","2.75 ","6.75 ","7.50 ",2.81,"0.75 ",2.75,"1.00 ","0.50 ","1.00 ","ChroNoDotA-11690",3,1
"106",5,0.8,"14.5%","26.40 ","11.00 ","01:52 ","13,215 ","9.60 ","0.40 ","36% ","22,017 ","2.40 ","5.80 ","11.60 ",2.75,"0.20 ",3.4,"0.80 ","1.80 ","0.80 ","ChroNoDotA-11690",4,1
"107",7,0.4286,"17.7%","19.43 ","7.29 ","01:46 ","10,558 ","6.57 ","0.00 ","43% ","15,540 ","2.86 ","3.86 ","7.00 ",2.96,"0.43 ",2.43,"1.29 ","0.57 ","0.43 ","ChroNoDotA-11690",3,4
"108",2,0.5,"6.9%","19.50 ","8.50 ","02:05 ","8,602 ","4.50 ","0.00 ","51% ","14,706 ","3.50 ","3.50 ","5.50 ",4.33,"1.00 ",3.5,"1.00 ","0.50 ","2.00 ","Hoorah97-1868",1,1
"109",2,1,"11.6%","15.00 ","8.50 ","02:07 ","9,410 ","4.00 ","0.00 ","63% ","9,773 ","3.00 ","2.00 ","5.00 ",3.75,"0.50 ",3,"1.00 ","1.50 ","0.00 ","Hoorah97-1868",2,0
"110",2,0.5,"20.3%","34.50 ","15.50 ","03:30 ","20,768 ","10.50 ","0.50 ","43% ","23,879 ","4.00 ","6.50 ","11.00 ",3.29,"0.00 ",3,"1.00 ","2.00 ","0.50 ","Hoorah97-1868",1,1
"111",8,0.5,"15.0%","27.62 ","12.62 ","03:25 ","16,633 ","12.62 ","1.50 ","48% ","22,747 ","3.38 ","5.00 ","9.12 ",2.19,"0.62 ",3.38,"1.12 ","1.38 ","0.88 ","Hoorah97-1868",4,4
"112",1,1,"8.2%","17.00 ","7.00 ","02:17 ","9,922 ","6.00 ","0.00 ","53% ","27,736 ","3.00 ","5.00 ","4.00 ",2.83,"1.00 ",2,"1.00 ","0.00 ","1.00 ","Hoorah97-1868",1,0
"113",1,1,"7.0%","39.00 ","16.00 ","03:20 ","19,982 ","19.00 ","0.00 ","36% ","45,692 ","3.00 ","9.00 ","14.00 ",2.05,"1.00 ",6,"1.00 ","3.00 ","3.00 ","Hoorah97-1868",1,0
"114",17,0.5625,"5.5%","19.71 ","7.94 ","02:26 ","12,201 ","8.35 ","0.41 ","40% ","23,152 ","3.53 ","3.47 ","7.00 ",2.36,"0.65 ",2.65,"1.12 ","0.71 ","0.94 ","Theone616-1486",10,7
"115",1,0,"9.1%","8.00 ","2.00 ","00:23 ","8,687 ","11.00 ","1.00 ","88% ","14,989 ","3.00 ","3.00 ","3.00 ",0.73,"1.00 ",4,"1.00 ","0.00 ","2.00 ","Theone616-1486",0,1
"116",2,0,"0.0%","25.00 ","11.00 ","03:28 ","15,754 ","12.00 ","0.50 ","36% ","29,746 ","1.50 ","6.50 ","11.00 ",2.08,"0.50 ",2.5,"1.00 ","0.50 ","1.50 ","Theone616-1486",0,2
"117",8,0.5,"18.1%","24.38 ","10.00 ","02:25 ","13,843 ","9.38 ","0.38 ","48% ","19,231 ","3.38 ","5.88 ","9.25 ",2.6,"0.50 ",2.75,"0.88 ","0.62 ","1.12 ","Theone616-1486",4,4
"118",38,0.5263,"9.3%","23.18 ","10.13 ","02:35 ","13,838 ","10.05 ","0.47 ","45% ","21,901 ","3.18 ","5.37 ","9.11 ",2.31,"0.47 ",2.95,"1.05 ","0.92 ","0.97 ","Theone616-1486",20,18
"119",3,1,"5.8%","25.67 ","7.33 ","02:09 ","14,999 ","9.67 ","0.00 ","38% ","22,447 ","1.67 ","6.00 ","9.00 ",2.66,"0.33 ",3,"0.67 ","1.67 ","1.00 ","Computer-32674",3,0
"120",3,0.6667,"8.6%","23.67 ","10.67 ","03:25 ","15,835 ","11.00 ","0.67 ","39% ","29,211 ","1.33 ","3.33 ","10.00 ",2.15,"1.00 ",3,"0.33 ","1.67 ","0.67 ","Computer-32674",2,1
"121",1,0,"12.5%","19.00 ","5.00 ","00:34 ","12,012 ","6.00 ","0.00 ","53% ","17,017 ","4.00 ","6.00 ","8.00 ",3.17,"0.00 ",1,"1.00 ","1.00 ","1.00 ","Relaxx-21129",0,1
"122",10,0.8,"17.6%","24.20 ","10.40 ","02:26 ","14,748 ","7.30 ","0.00 ","43% ","22,173 ","2.50 ","4.20 ","10.50 ",3.32,"0.60 ",3.3,"1.40 ","1.00 ","0.80 ","Relaxx-21129",8,2
"123",2,0.5,"8.8%","24.50 ","7.00 ","02:14 ","16,258 ","10.00 ","0.50 ","39% ","20,354 ","2.00 ","5.50 ","13.00 ",2.45,"0.00 ",3.5,"2.00 ","1.00 ","0.50 ","Relaxx-21129",1,1
"124",3,1,"31.1%","31.00 ","8.33 ","02:27 ","16,409 ","6.67 ","0.67 ","40% ","21,435 ","3.33 ","6.00 ","10.33 ",4.65,"0.00 ",4,"1.00 ","1.00 ","2.00 ","Relaxx-21129",3,0
"125",2,0.5,"12.8%","17.50 ","6.50 ","02:13 ","11,480 ","5.50 ","0.00 ","40% ","16,772 ","2.00 ","3.50 ","9.50 ",3.18,"0.50 ",2,"1.00 ","1.00 ","0.50 ","Relaxx-21129",1,1
"126",2,1,"9.5%","29.00 ","11.00 ","01:52 ","15,818 ","7.00 ","0.50 ","41% ","21,148 ","1.50 ","5.00 ","13.50 ",4.14,"0.00 ",4.5,"1.50 ","1.50 ","1.50 ","Relaxx-21129",2,0
"127",1,1,"0.0%","16.00 ","11.00 ","00:54 ","7,436 ","5.00 ","0.00 ","50% ","6,482 ","1.00 ","4.00 ","5.00 ",3.2,"0.00 ",2,"1.00 ","1.00 ","0.00 ","anonymous-14840",1,0
"128",3,1,"2.8%","18.67 ","9.00 ","02:29 ","15,747 ","12.00 ","0.67 ","39% ","34,822 ","2.00 ","4.33 ","5.00 ",1.56,"0.67 ",3,"1.33 ","1.33 ","0.33 ","anonymous-14840",3,0
"129",6,0.6667,"6.7%","19.50 ","8.83 ","03:01 ","11,589 ","9.67 ","0.50 ","46% ","24,974 ","3.50 ","3.67 ","6.67 ",2.02,"0.50 ",2.17,"0.83 ","0.67 ","0.67 ","anonymous-14840",4,2
"130",12,0.6667,"12.8%","23.25 ","9.75 ","02:27 ","12,261 ","7.00 ","0.58 ","38% ","21,360 ","2.50 ","4.67 ","6.17 ",3.32,"0.58 ",3.17,"1.25 ","1.00 ","0.92 ","anonymous-14840",8,4
"131",10,0.6,"7.6%","22.70 ","8.80 ","02:19 ","12,155 ","8.50 ","0.50 ","44% ","23,160 ","2.50 ","3.80 ","8.50 ",2.67,"0.70 ",2.1,"1.30 ","0.40 ","0.50 ","anonymous-14840",6,4
"132",4,0.75,"11.4%","29.00 ","14.00 ","02:28 ","14,913 ","10.00 ","0.50 ","56% ","26,146 ","3.75 ","7.25 ","9.50 ",2.9,"0.50 ",2.75,"0.75 ","1.25 ","0.50 ","anonymous-14840",3,1
"133",3,0.6667,"1.2%","26.00 ","10.67 ","04:22 ","17,644 ","12.00 ","0.00 ","50% ","24,621 ","3.00 ","4.67 ","13.00 ",2.17,"0.67 ",2,"1.33 ","0.33 ","0.33 ","BCrowness-2217",2,1
"134",3,0,"22.1%","28.67 ","9.33 ","03:05 ","17,914 ","13.33 ","0.00 ","43% ","25,328 ","2.67 ","5.67 ","11.33 ",2.15,"0.67 ",3.33,"1.67 ","0.67 ","1.00 ","BCrowness-2217",0,3
"135",1,1,"19.9%","12.00 ","2.00 ","01:21 ","6,338 ","1.00 ","0.00 ","33% ","14,209 ","0.00 ","4.00 ","3.00 ",12,"1.00 ",3,"1.00 ","0.00 ","2.00 ","BCrowness-2217",1,0
"136",2,0.5,"3.6%","13.00 ","2.00 ","01:16 ","6,872 ","3.50 ","0.00 ","42% ","10,342 ","0.50 ","3.50 ","5.50 ",3.71,"0.00 ",1.5,"0.50 ","0.50 ","0.50 ","BCrowness-2217",1,1
"137",2,0.5,"6.8%","26.50 ","8.00 ","01:25 ","12,968 ","10.00 ","0.50 ","36% ","17,720 ","5.50 ","5.00 ","9.50 ",2.65,"0.00 ",4,"1.00 ","2.50 ","1.00 ","BCrowness-2217",1,1
"138",6,0.3333,"17.5%","28.33 ","13.50 ","02:53 ","16,962 ","10.83 ","0.67 ","48% ","23,060 ","3.17 ","4.67 ","12.17 ",2.62,"0.50 ",3.67,"1.67 ","1.17 ","0.83 ","BCrowness-2217",2,4
"139",2,0.5,"2.5%","18.50 ","13.00 ","05:35 ","16,348 ","13.00 ","0.50 ","46% ","34,062 ","1.50 ","5.50 ","7.50 ",1.42,"1.00 ",3,"1.50 ","1.00 ","0.50 ","KingEliteBoy-1125",1,1
"140",4,0.5,"5.1%","13.50 ","6.00 ","01:39 ","9,205 ","7.50 ","0.00 ","37% ","17,937 ","1.50 ","1.25 ","4.50 ",1.8,"0.75 ",2,"1.25 ","0.50 ","0.25 ","KingEliteBoy-1125",2,2
"141",1,1,"3.1%","27.00 ","12.00 ","04:15 ","15,864 ","7.00 ","0.00 ","33% ","25,056 ","5.00 ","6.00 ","9.00 ",3.86,"1.00 ",5,"3.00 ","0.00 ","2.00 ","KingEliteBoy-1125",1,0
"142",3,0.6667,"21.8%","29.67 ","12.00 ","01:53 ","17,597 ","10.33 ","0.33 ","40% ","15,377 ","5.33 ","8.67 ","11.67 ",2.87,"0.33 ",2,"1.00 ","0.33 ","0.67 ","PUNCHLine-11289",2,1
"143",3,1,"11.6%","28.00 ","8.33 ","01:50 ","15,390 ","12.00 ","1.00 ","46% ","19,313 ","4.00 ","7.67 ","10.67 ",2.33,"0.33 ",4,"1.00 ","1.67 ","1.33 ","PUNCHLine-11289",3,0
"144",5,0.6,"19.9%","20.40 ","5.80 ","01:08 ","12,691 ","6.60 ","0.40 ","42% ","11,435 ","1.80 ","6.00 ","9.80 ",3.09,"0.40 ",2.8,"0.60 ","1.80 ","0.40 ","PUNCHLine-11289",3,2
"145",4,0.5,"8.9%","31.75 ","14.50 ","03:28 ","19,200 ","13.75 ","0.75 ","45% ","21,974 ","3.25 ","5.00 ","14.75 ",2.31,"0.00 ",4,"0.75 ","1.75 ","1.50 ","PUNCHLine-11289",2,2
"146",2,0.5,"2.1%","12.00 ","6.50 ","01:17 ","8,030 ","7.50 ","0.00 ","50% ","10,160 ","2.00 ","2.50 ","3.00 ",1.6,"0.00 ",2.5,"1.00 ","0.50 ","1.00 ","PUNCHLine-11289",1,1
"147",3,1,"14.7%","30.00 ","6.33 ","01:47 ","17,226 ","11.67 ","1.33 ","48% ","17,142 ","3.00 ","7.00 ","12.67 ",2.57,"0.33 ",2.67,"1.33 ","1.00 ","0.33 ","PUNCHLine-11289",3,0
"148",2,0.5,"4.5%","23.50 ","6.50 ","01:21 ","13,166 ","8.00 ","0.00 ","40% ","15,298 ","3.00 ","4.00 ","8.00 ",2.94,"0.00 ",2,"0.50 ","1.00 ","0.50 ","PUNCHLine-11289",1,1
"149",3,0.6667,"15.9%","25.67 ","7.00 ","00:48 ","15,708 ","9.33 ","0.33 ","38% ","12,540 ","2.33 ","6.67 ","11.33 ",2.75,"0.00 ",2.67,"1.33 ","0.67 ","0.67 ","PUNCHLine-11289",2,1
"150",2,0.5,"10.0%","20.50 ","12.50 ","01:58 ","11,936 ","11.00 ","0.00 ","39% ","26,791 ","2.00 ","7.00 ","9.50 ",1.86,"1.00 ",3.5,"1.00 ","1.00 ","1.50 ","Lwt-1526",1,1
"151",3,1,"6.0%","16.67 ","4.00 ","02:08 ","8,859 ","6.00 ","0.00 ","38% ","11,654 ","0.67 ","5.00 ","7.33 ",2.78,"0.00 ",2,"0.67 ","1.00 ","0.33 ","Lwt-1526",3,0
"152",2,1,"23.6%","31.50 ","12.00 ","03:49 ","19,111 ","8.50 ","0.00 ","46% ","23,502 ","3.00 ","7.00 ","12.50 ",3.71,"0.50 ",3.5,"1.50 ","1.00 ","1.00 ","Lwt-1526",2,0
"153",7,0.7143,"8.9%","22.57 ","9.71 ","02:24 ","14,856 ","8.57 ","0.57 ","48% ","20,328 ","3.00 ","3.71 ","9.86 ",2.63,"0.57 ",3.14,"1.29 ","1.14 ","0.71 ","Lwt-1526",5,2
"154",4,0.5,"9.2%","27.25 ","14.00 ","02:36 ","14,017 ","8.25 ","0.25 ","49% ","21,792 ","2.50 ","5.50 ","8.75 ",3.3,"0.75 ",3,"0.75 ","0.75 ","1.75 ","Lwt-1526",2,2
"155",1,0,"23.8%","20.00 ","8.00 ","02:50 ","12,127 ","9.00 ","0.00 ","30% ","18,982 ","1.00 ","9.00 ","10.00 ",2.22,"1.00 ",4,"1.00 ","3.00 ","0.00 ","Lwt-1526",0,1
"156",4,1,"17.5%","27.75 ","13.25 ","02:23 ","15,067 ","8.75 ","0.50 ","42% ","18,595 ","2.00 ","8.25 ","11.50 ",3.17,"0.25 ",3,"1.00 ","0.50 ","1.50 ","Garfield-22485",4,0
"157",2,1,"1.7%","14.50 ","7.50 ","01:48 ","10,310 ","6.00 ","0.00 ","38% ","11,511 ","4.00 ","1.50 ","5.50 ",2.42,"0.50 ",4,"1.00 ","0.50 ","2.50 ","Garfield-22485",2,0
"158",2,0.5,"8.6%","13.50 ","2.00 ","01:04 ","11,380 ","9.50 ","0.00 ","59% ","16,816 ","2.00 ","6.50 ","5.50 ",1.42,"0.00 ",1,"0.50 ","0.00 ","0.50 ","Garfield-22485",1,1
"159",1,0,"0.0%","19.00 ","5.00 ","01:26 ","13,332 ","20.00 ","1.00 ","53% ","34,240 ","3.00 ","4.00 ","6.00 ",0.95,"2.00 ",6,"4.00 ","2.00 ","0.00 ","Garfield-22485",0,1
"160",6,0.3333,"5.5%","16.83 ","8.00 ","02:27 ","12,428 ","10.50 ","0.17 ","38% ","20,704 ","3.67 ","3.17 ","6.67 ",1.6,"0.50 ",2.33,"1.67 ","0.00 ","0.50 ","Garfield-22485",2,4
"161",10,0.5,"9.1%","17.90 ","6.80 ","01:49 ","11,330 ","10.20 ","0.50 ","44% ","18,271 ","2.50 ","4.10 ","8.00 ",1.75,"0.30 ",2.8,"1.30 ","0.60 ","1.00 ","Garfield-22485",5,5
"162",6,0.5,"19.3%","29.17 ","11.67 ","02:39 ","17,981 ","8.33 ","0.33 ","46% ","21,210 ","5.00 ","4.17 ","10.83 ",3.5,"0.33 ",3.33,"1.00 ","1.33 ","1.00 ","LUFT-21935",3,3
"163",3,0.3333,"10.8%","15.00 ","4.67 ","01:22 ","9,602 ","3.33 ","0.67 ","38% ","11,681 ","2.00 ","3.33 ","5.33 ",4.5,"0.00 ",1.33,"0.67 ","0.00 ","0.67 ","LUFT-21935",1,2
"164",4,1,"19.6%","28.75 ","10.50 ","03:19 ","18,077 ","11.50 ","0.50 ","43% ","24,466 ","2.75 ","7.00 ","12.50 ",2.5,"0.75 ",4.25,"1.50 ","1.25 ","1.50 ","LUFT-21935",4,0
"165",4,0.5,"9.5%","18.75 ","7.50 ","02:04 ","13,246 ","5.50 ","0.50 ","51% ","16,865 ","3.00 ","6.00 ","6.50 ",3.41,"0.50 ",2.25,"0.75 ","1.00 ","0.50 ","LUFT-21935",2,2
"166",1,1,"9.5%","30.00 ","8.00 ","04:33 ","20,866 ","11.00 ","0.00 ","40% ","22,431 ","2.00 ","9.00 ","11.00 ",2.73,"0.00 ",3,"1.00 ","2.00 ","0.00 ","LUFT-21935",1,0
"167",2,0.5,"6.2%","29.50 ","12.50 ","05:04 ","24,268 ","14.00 ","0.00 ","42% ","38,326 ","1.50 ","5.50 ","13.00 ",2.11,"0.00 ",3,"1.00 ","1.50 ","0.00 ","LUFT-21935",1,1
"168",4,0,"13.7%","22.50 ","11.50 ","03:21 ","17,040 ","13.00 ","0.25 ","40% ","22,387 ","2.50 ","5.50 ","11.75 ",1.73,"0.00 ",3.5,"1.50 ","1.00 ","1.00 ","True-11360",0,4
"169",4,0.3333,"13.9%","22.25 ","9.50 ","02:22 ","13,129 ","7.75 ","0.75 ","42% ","20,445 ","3.75 ","7.00 ","10.25 ",2.87,"0.50 ",2.75,"1.00 ","0.75 ","1.00 ","True-11360",1,3
"170",4,0.75,"8.5%","28.50 ","12.00 ","02:28 ","16,014 ","9.00 ","0.50 ","34% ","24,813 ","3.25 ","6.25 ","11.75 ",3.17,"0.50 ",2.75,"0.75 ","0.75 ","1.25 ","True-11360",3,1
"171",6,0.5,"12.8%","25.83 ","12.67 ","03:39 ","16,436 ","11.50 ","0.67 ","49% ","26,290 ","3.67 ","4.83 ","10.33 ",2.25,"0.50 ",3,"1.00 ","0.83 ","1.17 ","True-11360",3,3
"172",5,0.8,"13.0%","15.80 ","5.80 ","01:42 ","8,231 ","4.00 ","0.40 ","35% ","12,305 ","1.40 ","3.20 ","7.60 ",3.95,"0.40 ",1.8,"0.80 ","0.40 ","0.60 ","LullSiSH-2507",4,1
"173",4,0.5,"34.0%","22.25 ","11.50 ","02:23 ","10,874 ","2.25 ","0.00 ","33% ","12,417 ","2.25 ","4.75 ","10.50 ",9.89,"0.25 ",1.5,"0.50 ","0.75 ","0.25 ","LullSiSH-2507",2,2
"174",5,0.4,"9.7%","20.00 ","10.60 ","02:24 ","14,533 ","12.00 ","0.40 ","42% ","24,438 ","2.40 ","4.40 ","8.20 ",1.67,"0.40 ",3.8,"1.20 ","1.40 ","1.20 ","LullSiSH-2507",2,3
"175",2,1,"21.6%","19.50 ","11.50 ","02:15 ","10,098 ","1.50 ","0.50 ","54% ","9,883 ","2.00 ","3.00 ","8.50 ",13,"0.50 ",3,"2.00 ","0.50 ","0.50 ","LullSiSH-2507",2,0
"176",1,0,"0.0%","11.00 ","2.00 ","00:57 ","13,797 ","12.00 ","0.00 ","55% ","14,648 ","2.00 ","1.00 ","2.00 ",0.92,"0.00 ",3,"1.00 ","2.00 ","0.00 ","LullSiSH-2507",0,1
"177",2,0.5,"5.0%","24.00 ","13.50 ","03:42 ","19,978 ","9.50 ","0.50 ","38% ","27,274 ","1.50 ","5.00 ","10.00 ",2.53,"0.00 ",2.5,"0.50 ","0.50 ","1.50 ","LullSiSH-2507",1,1
"178",6,0.5,"18.8%","21.00 ","7.50 ","01:53 ","12,978 ","8.83 ","0.33 ","41% ","22,404 ","2.83 ","5.17 ","9.00 ",2.38,"0.33 ",2.5,"0.83 ","0.67 ","1.00 ","LullSiSH-2507",3,3
"179",6,0.6667,"4.5%","17.50 ","7.33 ","01:23 ","11,550 ","7.00 ","0.67 ","47% ","18,949 ","2.50 ","3.17 ","7.50 ",2.5,"0.67 ",3.33,"1.50 ","0.83 ","1.00 ","LullSiSH-2507",4,2
"180",3,0.6667,"1.8%","16.33 ","9.00 ","02:03 ","8,965 ","7.67 ","1.00 ","45% ","18,421 ","3.00 ","2.33 ","5.33 ",2.13,"0.33 ",1.67,"0.33 ","0.67 ","0.33 ","Waylander-2831",2,1
"181",6,0.5,"8.3%","25.17 ","12.83 ","02:33 ","15,376 ","11.33 ","0.67 ","46% ","23,525 ","2.67 ","6.00 ","7.50 ",2.22,"0.17 ",3.33,"1.33 ","1.00 ","1.00 ","Waylander-2831",3,3
